Year,Opening Name,S Fishery,District,Gear Class,Harvest,Opening Date,Closing Date,Chum,Boats,Hours
2015,19,Chichagof Pass Exp. Troll,108,Troll,Spring Troll Fishery,5/3/2015 0:00,5/5/2015 23:59,0,8,71.98333333
2015,19,Craig Point Ex. Troll,108,Troll,Spring Troll Fishery,5/3/2015 0:00,5/5/2015 23:59,0,0,71.98333333
2015,19,Cross Sound Ex. Troll,114,Troll,Spring Troll Fishery,5/3/2015 0:00,5/9/2015 23:59,0,1,167.9833333
2015,19,Ernest Sound Exp. Troll,107,Troll,Spring Troll Fishery,5/3/2015 0:00,5/9/2015 23:59,0,2,167.9833333
2015,19,Frederick Sound Ex. Troll,110,Troll,Spring Troll Fishery,5/3/2015 0:00,5/9/2015 23:59,0,6,167.9833333
2015,19,Gravina Is. Ex. Troll,101,Troll,Spring Troll Fishery,5/1/2015 0:00,5/7/2015 23:59,0,15,167.9833333
2015,19,Hawk Inlet Spring Troll,112,Troll,Spring Troll Fishery,5/3/2015 0:00,5/9/2015 23:59,0,2,167.9833333
2015,19,Hidden Falls Term. Troll,112,Troll,Hatchery Terminal Area Fisheries,5/3/2015 0:00,5/9/2015 23:59,0,0,167.9833333
2015,19,Homeshore Exp. Troll,114,Troll,Spring Troll Fishery,5/3/2015 0:00,5/9/2015 23:59,0,1,167.9833333
2015,19,Lisianski Inlet Exp Troll,113,Troll,Spring Troll Fishery,5/4/2015 0:00,5/6/2015 23:59,0,6,71.98333333
2015,19,Little Port Walter Ex. T.,109,Troll,Spring Troll Fishery,5/7/2015 0:00,5/9/2015 23:59,0,11,71.98333333
2015,19,Middle Island Exp. Troll,113,Troll,Spring Troll Fishery,5/3/2015 0:00,5/6/2015 23:59,0,36,95.98333333
2015,19,Mountain Point Ex. Troll,101,Troll,Spring Troll Fishery,5/1/2015 0:00,5/7/2015 23:59,1,8,167.9833333
2015,19,N. Sumner St. Exp. Troll,106,Troll,Spring Troll Fishery,5/3/2015 0:00,5/6/2015 23:59,0,4,95.98333333
2015,19,Neets Bay Term. Driftnet,101,Drift Gillnet,Hatchery Terminal Area Fisheries,5/3/2015 0:00,5/9/2015 23:59,0,0,167.9833333
2015,19,Neets Bay Terminal Seine,101,Seine,Hatchery Terminal Area Fisheries,5/3/2015 0:00,5/9/2015 23:59,0,0,167.9833333
2015,19,Neets Bay Terminal Troll,101,Troll,Hatchery Terminal Area Fisheries,5/3/2015 0:00,5/9/2015 23:59,0,0,167.9833333
2015,19,Port Althorp Ex. Troll,114,Troll,Spring Troll Fishery,5/4/2015 0:00,5/6/2015 23:59,0,8,71.98333333
2015,19,Port Armstrong Cost Recovery,109,Seine,Private Hatchery Fishery,5/3/2015 0:00,5/9/2015 23:59,0,0,167.9833333
2015,19,Port Armstrong Term. Trol,109,Troll,Hatchery Terminal Area Fisheries,5/3/2015 0:00,5/9/2015 23:59,0,0,167.9833333
2015,19,Pt. Sophia Exp. Troll,114,Troll,Spring Troll Fishery,5/3/2015 0:00,5/9/2015 23:59,0,2,167.9833333
2015,19,Redoubt Bay Ex. Troll,113,Troll,Spring Troll Fishery,5/7/2015 0:00,5/8/2015 23:59,0,17,47.98333333
2015,19,Salisbury Sound Ex. Troll,113,Troll,Spring Troll Fishery,5/7/2015 0:00,5/9/2015 23:59,0,4,71.98333333
2015,19,Snow Passage Exp. Troll,106,Troll,Spring Troll Fishery,5/7/2015 0:00,5/9/2015 23:59,0,2,71.98333333
2015,19,South Passage Exp. Troll,114,Troll,Spring Troll Fishery,5/3/2015 0:00,5/9/2015 23:59,0,0,167.9833333
2015,19,Stag Bay Ex. Troll,113,Troll,Spring Troll Fishery,5/1/2015 0:00,5/7/2015 23:59,0,1,167.9833333
2015,19,Steamer Point Ex. Troll,106,Troll,Spring Troll Fishery,5/3/2015 0:00,5/7/2015 23:59,0,1,119.9833333
2015,19,Sumner St. Exp. Troll,105,Troll,Spring Troll Fishery,5/3/2015 0:00,5/4/2015 23:59,0,8,47.98333333
2015,19,Western Clarence St Ex. Troll,102,Troll,Spring Troll Fishery,5/1/2015 0:00,5/7/2015 23:59,0,4,167.9833333
2015,19,Yakutat Bay Spring Troll,183,Troll,Spring Troll Fishery,5/4/2015 0:00,5/4/2015 23:59,0,11,23.98333333
2015,2,101 Troll,101,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,0,167.9833333
2015,2,102 Troll,102,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,1,167.9833333
2015,2,103 Troll,103,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,2,167.9833333
2015,2,104 Troll,104,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,0,167.9833333
2015,2,105 Troll,105,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,4,167.9833333
2015,2,106 Troll,106,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,8,167.9833333
2015,2,107 Troll,107,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,0,167.9833333
2015,2,108 Troll,108,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,3,167.9833333
2015,2,109 Troll,109,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,1,167.9833333
2015,2,110 Troll,110,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,1,167.9833333
2015,2,111 Troll,111,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,0,167.9833333
2015,2,112 Troll,112,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,0,167.9833333
2015,2,113 Troll,113,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,20,167.9833333
2015,2,114 Troll,114,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,0,167.9833333
2015,2,115 Troll,115,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,0,167.9833333
2015,2,183 Troll,183,Troll,Traditional State Managed Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,8,167.9833333
2015,2,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,1/4/2015 0:00,1/10/2015 23:59,0,0,167.9833333
2015,20,Anita Bay Term. DN,107,Drift Gillnet,Hatchery Terminal Area Fisheries,5/10/2015 0:00,5/16/2015 23:59,0,2,167.9833333
2015,20,Anita Bay Term. Seine,107,Seine,Hatchery Terminal Area Fisheries,5/10/2015 0:00,5/16/2015 23:59,0,0,167.9833333
2015,20,Anita Bay Term. Troll,107,Troll,Hatchery Terminal Area Fisheries,5/10/2015 0:00,5/16/2015 23:59,0,1,167.9833333
2015,20,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,5/10/2015 0:00,5/16/2015 23:59,0,0,167.9833333
2015,20,Bucarelli Bay Spring Troll,103,Troll,Spring Troll Fishery,5/10/2015 0:00,5/11/2015 23:59,0,13,47.98333333
2015,20,Chatham Strait Ex. Troll,112,Troll,Spring Troll Fishery,5/10/2015 0:00,5/14/2015 23:59,0,16,119.9833333
2015,20,Chichagof Pass Exp. Troll,108,Troll,Spring Troll Fishery,5/11/2015 0:00,5/13/2015 23:59,0,12,71.98333333
2015,20,Craig Point Ex. Troll,108,Troll,Spring Troll Fishery,5/11/2015 0:00,5/13/2015 23:59,0,0,71.98333333
2015,20,Cross Sound Ex. Troll,114,Troll,Spring Troll Fishery,5/10/2015 0:00,5/16/2015 23:59,0,0,167.9833333
2015,20,Ernest Sound Exp. Troll,107,Troll,Spring Troll Fishery,5/10/2015 0:00,5/16/2015 23:59,0,3,167.9833333
2015,20,Frederick Sound Ex. Troll,110,Troll,Spring Troll Fishery,5/10/2015 0:00,5/16/2015 23:59,0,6,167.9833333
2015,20,Goddard Spring Troll,113,Troll,Spring Troll Fishery,5/10/2015 0:00,5/11/2015 23:59,0,10,47.98333333
2015,20,Gravina Is. Ex. Troll,101,Troll,Spring Troll Fishery,5/8/2015 0:00,5/14/2015 23:59,0,18,167.9833333
2015,20,Hawk Inlet Spring Troll,112,Troll,Spring Troll Fishery,5/10/2015 0:00,5/16/2015 23:59,0,2,167.9833333
2015,20,Hidden Falls Term. Troll,112,Troll,Hatchery Terminal Area Fisheries,5/10/2015 0:00,5/16/2015 23:59,0,0,167.9833333
2015,20,Homeshore Exp. Troll,114,Troll,Spring Troll Fishery,5/10/2015 0:00,5/16/2015 23:59,0,5,167.9833333
